pair_id,condition,branch_turn,turn,iv1,belief_category,target_llm,is_control,sim_belief,sim_char
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,noref,1,7,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.33781,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,noref,1,8,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.311442,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,1,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.461292,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,2,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.463812,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,3,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.431671,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,4,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.517782,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,5,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.464139,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,6,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.394492,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,7,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.465065,
cell-iv1-none__iv2-none__belief-fake_news-0004__model-claude-sonnet-4.6,original,1,8,none,fake_news,openrouter/anthropic/claude-sonnet-4.6,True,0.419394,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.561958,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.597357,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.550308,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.587989,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.641986,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.615812,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.602446,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,noref,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.624806,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.622679,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.58687,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.646661,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.619266,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.680102,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.623125,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.636636,
cell-iv1-none__iv2-none__belief-fake_news-0008__model-gpt-5.3-chat,original,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.612957,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.629532,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.538407,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.358339,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.4012,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.427885,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.327717,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.437229,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,noref,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.476379,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.621115,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.498555,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.419935,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.345766,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.583334,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.496802,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.472143,
cell-iv1-none__iv2-none__belief-fake_news-0013__model-deepseek-v3.2,original,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.386119,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.594918,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.507334,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.552144,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.517134,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.46636,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.461049,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.348205,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,noref,7,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.359371,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.594918,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.507334,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.552144,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.517134,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.46636,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.461049,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.512814,
cell-iv1-none__iv2-none__belief-fake_news-0016__model-deepseek-v3.2,original,7,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.460384,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,1,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.651494,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,2,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.663336,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,3,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.674442,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,4,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.654418,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,5,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.587248,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,6,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.605841,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,7,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.578561,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,noref,1,8,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.596798,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,1,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.711289,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,2,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.632488,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,3,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.527091,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,4,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.576473,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,5,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.64499,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,6,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.627682,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,7,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.605283,
cell-iv1-none__iv2-none__belief-fake_news-0020__model-gemini-3-flash,original,1,8,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.468756,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.465963,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.534544,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.524851,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.570504,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.536845,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.584339,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.615767,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,noref,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.610024,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.560373,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.60431,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.580586,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.594395,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.625574,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.560841,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.567932,
cell-iv1-none__iv2-none__belief-fake_news-0021__model-deepseek-v3.2,original,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.499318,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.624727,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.589629,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.547776,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.52071,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.513835,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.539856,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.526206,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,noref,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.480807,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.645356,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.701537,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.607081,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.664912,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.690843,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.080887,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.718261,
cell-iv1-none__iv2-none__belief-fake_news-0025__model-gpt-5.3-chat,original,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.606744,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.505906,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.464774,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.457112,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.460957,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.484299,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.313662,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.366311,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,noref,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.434959,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,1,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.466575,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,2,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.463803,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,3,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.468785,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,4,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.442485,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,5,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.448851,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,6,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.441615,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,7,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.481648,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-deepseek-v3.2,original,1,8,none,fake_news,openrouter/deepseek/deepseek-v3.2,True,0.47594,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.481167,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.463681,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.510868,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.486808,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.431729,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.463706,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.495999,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,noref,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.501859,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.523642,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.52771,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.466885,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.497774,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.474039,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.484562,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.503144,
cell-iv1-none__iv2-none__belief-fake_news-0026__model-gpt-5.3-chat,original,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.479203,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,1,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.610847,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,2,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.458551,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,3,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.372556,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,4,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.365029,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,5,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.341061,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,6,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.331469,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,7,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.336432,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,noref,1,8,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.321425,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,1,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.593747,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,2,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.535165,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,3,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.503212,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,4,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.507085,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,5,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.398041,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,6,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.527008,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,7,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.585423,
cell-iv1-none__iv2-none__belief-fake_news-0028__model-gemini-3-flash,original,1,8,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.534272,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.520158,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.501217,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.511644,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.424814,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.466183,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.438467,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.433156,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,noref,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.411147,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,1,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.498556,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,2,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.425361,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,3,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.434032,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,4,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.451793,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,5,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.401799,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,6,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.393411,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,7,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.424968,
cell-iv1-none__iv2-none__belief-fake_news-0032__model-gpt-5.3-chat,original,1,8,none,fake_news,openrouter/openai/gpt-5.3-chat,True,0.360281,
cell-iv1-none__iv2-none__belief-fake_news-0035__model-gemini-3-flash,noref,2,1,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.680731,
cell-iv1-none__iv2-none__belief-fake_news-0035__model-gemini-3-flash,noref,2,2,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.557727,
cell-iv1-none__iv2-none__belief-fake_news-0035__model-gemini-3-flash,noref,2,3,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.551835,
cell-iv1-none__iv2-none__belief-fake_news-0035__model-gemini-3-flash,noref,2,4,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.504586,
cell-iv1-none__iv2-none__belief-fake_news-0035__model-gemini-3-flash,noref,2,5,none,fake_news,openrouter/google/gemini-3-flash-preview,True,0.464773,
